Model_Name,Location,Car_Age,Mileage,Engine,Horsepower,Price,Price_per_HP
Renault KWID RXL,Kochi,6,25.17,799.0,53.3,3.8,0.07129455909943715
Mahindra KUV 100 mFALCON G80 K8,Kochi,8,18.15,1198.0,82.0,5.84,0.07121951219512195
Hyundai Grand i10 Sportz,Coimbatore,8,18.9,1197.0,82.0,5.84,0.07121951219512195
Tata Zest Quadrajet 1.3 75PS XE,Pune,7,22.95,1248.0,74.0,5.25,0.07094594594594594
Tata Bolt Quadrajet XE,Hyderabad,8,22.95,1248.0,74.0,5.25,0.07094594594594594
Maruti Alto 800 2016-2019 LXI,Mumbai,7,24.7,796.0,47.3,3.35,0.07082452431289642
Honda Amaze E i-Vtech,Kochi,8,18.0,1198.0,86.7,6.14,0.07081891580161476
Hyundai Grand i10 Sportz,Kochi,7,18.9,1197.0,82.0,5.8,0.07073170731707316
Honda City i VTEC CVT SV,Kochi,8,18.0,1497.0,117.3,8.29,0.07067348678601874
Maruti Swift VXI Optional,Kochi,8,20.4,1197.0,81.8,5.75,0.07029339853300734
Hyundai i20 Sportz 1.2,Mumbai,8,18.6,1197.0,81.83,5.75,0.07026762800928756
Hyundai Grand i10 1.2 Kappa Sportz,Delhi,7,18.9,1197.0,81.86,5.75,0.07024187637429759
Maruti Celerio VXI AT Optional,Pune,8,23.1,998.0,67.04,4.7,0.07010739856801909
Maruti Wagon R VXI BS IV,Hyderabad,7,18.9,998.0,67.1,4.7,0.0700447093889717
Tata Tiago 1.2 Revotron XZ,Coimbatore,7,23.84,1199.0,84.0,5.88,0.06999999999999999
Maruti Baleno RS 1.0 Petrol,Mumbai,8,21.1,998.0,100.0,6.99,0.0699
Maruti Alto 800 2016-2019 VXI,Hyderabad,8,24.7,796.0,47.3,3.3,0.06976744186046512
Maruti Ignis 1.2 Alpha,Mumbai,8,20.89,1197.0,81.8,5.7,0.06968215158924206
Tata Tiago 1.2 Revotron XT Option,Coimbatore,6,23.84,1199.0,84.0,5.85,0.06964285714285715
Renault KWID RXT,Kochi,8,25.17,799.0,53.3,3.71,0.06960600375234521
Honda Jazz 1.2 E i VTEC,Kochi,7,18.7,1199.0,88.7,6.17,0.06956031567080045
Maruti Baleno RS 1.0 Petrol,Chennai,8,21.1,998.0,100.0,6.95,0.0695
Renault KWID RXT Optional,Kochi,8,25.17,799.0,53.3,3.7,0.06941838649155722
Hyundai Verna 1.6 SX VTVT (O),Kochi,8,17.1,1591.0,121.3,8.42,0.06941467436108821
Maruti Alto 800 LXI,Kochi,8,22.74,796.0,47.3,3.28,0.0693446088794926
Tata Indigo GLE,Hyderabad,8,14.4,1396.0,65.0,4.5,0.06923076923076923
Honda Jazz 1.2 SV i VTEC,Kochi,8,18.7,1199.0,88.7,6.14,0.06922209695603156
Hyundai Grand i10 1.2 Kappa Asta,Kochi,8,18.9,1197.0,81.86,5.66,0.06914243830930858
Honda Brio 1.2 VX AT,Mumbai,8,16.5,1198.0,86.8,5.99,0.06900921658986175
Ford EcoSport 1.0 Ecoboost Titanium Plus,Mumbai,8,18.88,999.0,123.24,8.5,0.06897111327491075
Hyundai Grand i10 Asta,Coimbatore,8,18.9,1197.0,82.0,5.64,0.06878048780487804
Volkswagen Vento 1.6 Comfortline,Mumbai,8,16.09,1598.0,103.5,7.1,0.06859903381642511
Hyundai Verna 1.6 CRDi SX,Kolkata,8,23.9,1582.0,126.2,8.65,0.06854199683042789
Hyundai Grand i10 1.2 Kappa Sportz Option,Jaipur,8,18.9,1197.0,81.86,5.6,0.0684094795993159
Mahindra KUV 100 mFALCON G80 K2,Coimbatore,8,18.15,1198.0,82.0,5.6,0.06829268292682926
Maruti Baleno Sigma 1.2,Mumbai,8,21.4,1197.0,83.1,5.65,0.06799037304452468
Maruti Alto K10 VXI AGS,Coimbatore,7,24.07,998.0,67.1,4.56,0.06795827123695976
Hyundai EON Sportz,Jaipur,8,21.1,814.0,55.2,3.75,0.06793478260869565
Hyundai Grand i10 CRDi Era,Mumbai,8,24.0,1120.0,70.0,4.75,0.06785714285714285
Hyundai Grand i10 1.2 Kappa Sportz,Mumbai,7,18.9,1197.0,81.86,5.55,0.06779868067432201
Honda Mobilio S i DTEC,Coimbatore,8,24.2,1498.0,98.6,6.68,0.06774847870182556
Tata Zest Quadrajet 1.3 75PS XM,Pune,8,22.95,1248.0,74.0,5.0,0.06756756756756757
Hyundai Grand i10 1.2 Kappa Magna,Kochi,7,18.9,1197.0,81.86,5.53,0.06755436110432446
Ford Figo 2015-2019 1.2P Titanium MT,Coimbatore,8,18.16,1196.0,86.8,5.84,0.06728110599078341
Maruti Dzire AMT VXI,Chennai,8,22.0,1197.0,81.8,5.5,0.06723716381418093
Maruti Ignis 1.2 Delta,Kochi,6,20.89,1197.0,81.8,5.5,0.06723716381418093
Hyundai Grand i10 SportZ Edition,Kochi,7,18.9,1197.0,81.86,5.5,0.06718788174932812
Renault KWID Climber 1.0 AMT,Chennai,7,22.5,999.0,67.0,4.5,0.06716417910447761
Renault KWID 1.0 RXT Optional,Kochi,7,21.7,999.0,67.0,4.5,0.06716417910447761
Maruti Wagon R VXI Plus,Kolkata,7,20.51,998.0,67.04,4.5,0.06712410501193317
Maruti Wagon R VXI,Jaipur,8,22.5,998.0,67.04,4.5,0.06712410501193317
Datsun redi-GO T Option,Kochi,7,22.7,799.0,53.64,3.6,0.06711409395973154
Honda City i VTEC V,Kochi,8,17.8,1497.0,117.3,7.87,0.06709292412617221
Mahindra KUV 100 G80 K8 Dual Tone,Delhi,7,18.15,1198.0,82.0,5.5,0.06707317073170732
Volkswagen Polo 1.2 MPI Comfortline,Mumbai,8,16.2,1199.0,74.0,4.95,0.06689189189189189
Hyundai EON Era Plus,Kochi,7,21.1,814.0,55.2,3.69,0.06684782608695651
Chevrolet Cruze LTZ,Coimbatore,7,18.3,1991.0,147.9,9.87,0.06673427991886409
Maruti Swift VXI Optional,Kochi,8,20.4,1197.0,81.8,5.44,0.0665036674816626
Maruti Wagon R VXI AMT,Mumbai,7,22.5,998.0,67.0,4.45,0.0664179104477612
Hyundai Grand i10 1.2 CRDi Magna,Kolkata,8,24.0,1186.0,73.97,4.9,0.06624307151547926
Hyundai EON Sportz,Hyderabad,8,21.1,814.0,55.2,3.65,0.06612318840579709
Tata Zest Quadrajet 1.3 XT,Bangalore,8,20.65,1248.0,88.7,5.85,0.06595264937993235
Hyundai Verna 1.6 SX VTVT,Kochi,8,17.01,1591.0,121.3,7.99,0.06586974443528443
Hyundai Grand i10 Sportz,Ahmedabad,8,18.9,1197.0,82.0,5.4,0.06585365853658537
Renault KWID 1.0 RXT Optional AMT,Kochi,8,22.5,999.0,67.0,4.41,0.06582089552238807
Hyundai Verna 1.6 SX CRDI (O) AT,Coimbatore,6,22.32,1582.0,126.32,8.31,0.06578530715642812
Maruti Alto 800 VXI,Pune,8,22.74,796.0,47.3,3.11,0.06575052854122622
Hyundai Grand i10 CRDi Magna,Kolkata,8,24.0,1120.0,70.0,4.6,0.06571428571428571
Renault KWID RXT,Mumbai,8,25.17,799.0,53.3,3.5,0.06566604127579738
Renault KWID RXT Optional,Pune,7,25.17,799.0,53.3,3.5,0.06566604127579738
Honda City i-VTEC CVT VX,Jaipur,8,18.0,1497.0,117.3,7.7,0.06564364876385337
Maruti Alto 800 LXI,Jaipur,8,22.74,796.0,47.3,3.1,0.06553911205073996
Honda City i VTEC SV,Kochi,8,17.8,1497.0,117.3,7.68,0.06547314578005115
Hyundai EON Sportz,Kochi,8,21.1,814.0,55.2,3.61,0.06539855072463767
Hyundai EON 1.0 Magna Plus Option O,Kochi,8,20.3,998.0,68.05,4.45,0.06539309331373991
Mahindra NuvoSport N6,Chennai,8,17.45,1493.0,100.0,6.5,0.065
Hyundai Verna 1.6 VTVT,Kochi,8,17.01,1591.0,121.3,7.88,0.06496290189612532
Maruti Eeco 7 Seater Standard,Coimbatore,8,15.1,1196.0,73.0,4.74,0.06493150684931508
Maruti Wagon R AMT VXI,Jaipur,8,20.51,998.0,67.0,4.35,0.06492537313432835
Renault KWID RXL,Kochi,8,25.17,799.0,53.3,3.46,0.06491557223264541
Ford Ecosport 1.0 Ecoboost Platinum Edition,Mumbai,8,18.88,999.0,123.24,8.0,0.06491398896462187
Datsun redi-GO T Option,Kochi,7,22.7,799.0,53.64,3.48,0.06487695749440715
Ford Figo 2015-2019 1.5D Titanium MT,Coimbatore,8,25.83,1498.0,99.0,6.41,0.06474747474747475
Maruti Swift VXi BSIV,Pune,8,16.1,1197.0,85.0,5.5,0.06470588235294118
Maruti Swift VXI Optional,Kochi,8,20.4,1197.0,81.8,5.27,0.06442542787286064
Maruti Swift Dzire Tour LDI,Kolkata,8,23.4,1248.0,74.0,4.75,0.06418918918918919
Maruti Swift VXI BSIII W/ ABS,Kochi,7,16.1,1298.0,88.2,5.65,0.06405895691609978
Honda City i VTEC SV,Kochi,8,17.8,1497.0,117.3,7.51,0.0640238704177323
Honda Amaze VX i-DTEC,Hyderabad,8,25.8,1498.0,98.6,6.3,0.06389452332657201
Renault KWID 1.0 RXT Optional AMT,Coimbatore,8,22.5,999.0,67.0,4.28,0.06388059701492538
Renault KWID RXL,Pune,7,25.17,799.0,53.3,3.4,0.06378986866791746
Honda Amaze S i-VTEC,Kochi,8,17.8,1198.0,86.7,5.53,0.06378316032295271
Tata Indica V2 eLX,Pune,8,25.0,1396.0,69.0,4.4,0.063768115942029
Volkswagen Ameo 1.2 MPI Comfortline,Ahmedabad,8,17.0,1198.0,73.75,4.7,0.06372881355932204
Ford Ecosport 1.0 Ecoboost Platinum Edition,Mumbai,8,18.88,999.0,123.24,7.85,0.06369685167153522
Renault KWID Climber 1.0 MT,Delhi,8,21.7,999.0,67.0,4.25,0.06343283582089553
Hyundai EON Era Plus,Jaipur,8,21.1,814.0,55.2,3.5,0.06340579710144927
Hyundai EON Magna Plus,Jaipur,8,21.1,814.0,55.2,3.5,0.06340579710144927
Hyundai Xcent 1.1 CRDi Base,Pune,8,24.4,1120.0,71.0,4.5,0.06338028169014084
Maruti Alto K10 VXI AGS,Chennai,8,24.07,998.0,67.1,4.25,0.06333830104321908
Hyundai Grand i10 Asta Option,Mumbai,8,18.9,1197.0,82.0,5.15,0.06280487804878049
Hyundai i10 Magna 1.1 iTech SE,Kochi,8,19.81,1086.0,68.05,4.27,0.06274797942689199
Hyundai Xcent 1.2 Kappa S Option,Jaipur,8,19.1,1197.0,81.86,5.12,0.06254580991937454
Honda Mobilio S i VTEC,Kochi,7,17.3,1497.0,117.3,7.32,0.06240409207161126
Hyundai Grand i10 Sportz,Kolkata,7,18.9,1197.0,82.0,5.1,0.062195121951219505
Ford Figo 2015-2019 1.2P Titanium MT,Kochi,8,18.16,1196.0,86.8,5.38,0.0619815668202765
Hyundai EON Era Plus,Jaipur,8,21.1,814.0,55.2,3.42,0.06195652173913043
Renault KWID RXT,Kochi,8,25.17,799.0,53.3,3.3,0.06191369606003752
Datsun redi-GO T Option,Coimbatore,8,22.7,799.0,53.64,3.31,0.06170768083519761
Hyundai Verna 1.6 SX CRDI (O) AT,Bangalore,7,22.32,1582.0,126.32,7.75,0.06135212159594681
Maruti Alto 800 2016-2019 LXI,Kolkata,7,24.7,796.0,47.3,2.9,0.0613107822410148
Honda Jazz 1.2 V CVT i VTEC,Coimbatore,8,19.0,1199.0,88.7,5.43,0.06121758737316798
Hyundai Xcent 1.2 VTVT E Plus,Pune,7,20.14,1197.0,81.86,5.0,0.0610798924993892
Hyundai Xcent 1.2 VTVT E,Pune,7,20.14,1197.0,81.86,5.0,0.0610798924993892
Hyundai Grand i10 1.2 Kappa Magna,Kolkata,8,18.9,1197.0,81.86,5.0,0.0610798924993892
Hyundai Grand i10 1.2 Kappa Magna,Delhi,8,18.9,1197.0,81.86,5.0,0.0610798924993892
Mahindra KUV 100 mFALCON D75 K4 Plus 5str,Kolkata,8,25.32,1198.0,77.0,4.7,0.06103896103896104
Ford EcoSport 1.5 TDCi Ambiente,Kolkata,8,22.77,1498.0,98.59,6.0,0.06085809919870169
Tata Tiago 1.2 Revotron XT,Kochi,8,23.84,1199.0,84.0,5.11,0.060833333333333336
Maruti Eeco Smiles 5 Seater AC,Coimbatore,8,15.1,1196.0,73.0,4.44,0.06082191780821918
Ford Aspire Titanium Diesel,Kolkata,8,26.1,1498.0,99.0,6.0,0.06060606060606061
Volkswagen Ameo 1.5 TDI Comfortline AT,Jaipur,8,22.0,1498.0,108.495,6.5,0.059910594958293005
Hyundai Grand i10 1.2 Kappa Magna,Delhi,8,18.9,1197.0,81.86,4.9,0.05985829464940142
ISUZU D-MAX V-Cross 4X4,Jaipur,8,12.4,2499.0,134.0,8.0,0.05970149253731343
Nissan Micra Active XV,Pune,7,19.69,1198.0,67.04,4.0,0.059665871121718374
Tata Tiago AMT 1.2 Revotron XZA,Pune,7,23.84,1199.0,83.83,5.0,0.059644518668734346
Maruti Alto K10 VXI AGS,Ahmedabad,8,24.07,998.0,67.1,4.0,0.05961251862891208
Maruti Grand Vitara 2.4 MT,Kochi,7,10.4,2393.0,163.5,9.74,0.059571865443425076
Tata Tiago 1.2 Revotron XZ WO Alloy,Hyderabad,8,23.84,1199.0,84.0,5.0,0.05952380952380952
Volkswagen Ameo 1.5 TDI Highline,Mumbai,8,21.66,1498.0,108.62,6.45,0.05938132940526607
Hyundai i10 Magna 1.1,Kochi,8,19.81,1086.0,68.05,4.04,0.059368111682586336
Mahindra KUV 100 mFALCON G80 K6 5str AW,Delhi,8,18.15,1198.0,82.0,4.85,0.05914634146341463
Datsun GO Plus T Petrol,Pune,8,19.83,1198.0,67.0,3.95,0.05895522388059702
Maruti Wagon R VXI AMT,Kolkata,8,22.5,998.0,67.0,3.95,0.05895522388059702
Tata Tigor 1.2 Revotron XT,Mumbai,7,20.3,1199.0,84.0,4.95,0.05892857142857143
Maruti Alto K10 VXI AGS,Hyderabad,8,24.07,998.0,67.1,3.95,0.05886736214605068
Hyundai Grand i10 1.2 Kappa Magna,Kolkata,7,18.9,1197.0,81.86,4.8,0.058636696799413635
Hyundai Grand i10 Sportz,Mumbai,8,18.9,1197.0,82.0,4.8,0.058536585365853655
Datsun Redi GO Sport,Bangalore,8,22.7,799.0,53.0,3.1,0.05849056603773585
Mahindra KUV 100 mFALCON D75 K4 Plus,Kochi,8,25.32,1198.0,77.0,4.49,0.058311688311688314
Hyundai Grand i10 1.2 Kappa Magna,Kochi,7,18.9,1197.0,81.86,4.77,0.058270217444417294
Hyundai EON Era,Kochi,8,21.1,814.0,55.2,3.21,0.058152173913043476
Maruti Alto 800 LXI,Kolkata,8,22.74,796.0,47.3,2.75,0.058139534883720936
Maruti Alto K10 VXI AGS,Jaipur,8,24.07,998.0,67.1,3.9,0.05812220566318927
Hyundai Grand i10 1.2 Kappa Magna,Delhi,8,18.9,1197.0,81.86,4.75,0.058025897874419745
Hyundai Grand i10 1.2 Kappa Sportz Option,Pune,8,18.9,1197.0,81.86,4.75,0.058025897874419745
Maruti Swift Dzire LDI,Pune,8,26.59,1248.0,74.0,4.25,0.057432432432432436
Maruti Wagon R VXI,Jaipur,8,22.5,998.0,67.04,3.85,0.05742840095465394
Tata Tiago 1.2 Revotron XZ,Hyderabad,8,23.84,1199.0,84.0,4.8,0.05714285714285714
Ford Aspire Ambiente Diesel,Kolkata,7,26.1,1498.0,99.0,5.65,0.05707070707070708
Ford Figo 2015-2019 1.2P Trend MT,Coimbatore,8,18.16,1196.0,86.8,4.95,0.057027649769585256
Maruti Swift VXI BSIV,Kolkata,8,20.4,1197.0,81.8,4.65,0.056845965770171154
Hyundai Xcent 1.2 CRDi S,Kolkata,8,25.4,1186.0,73.97,4.2,0.056779775584696504
Renault KWID RXT,Pune,8,25.17,799.0,53.3,3.0,0.056285178236397754
Renault KWID RXT,Kolkata,8,25.17,799.0,53.3,2.99,0.056097560975609764
Maruti Celerio LXI MT,Kolkata,7,23.1,998.0,67.04,3.75,0.055936754176610974
Maruti Alto K10 VXI,Pune,8,24.07,998.0,67.1,3.75,0.05588673621460507
Maruti Grand Vitara 2.4 MT,Mumbai,8,10.4,2393.0,163.5,9.0,0.05504587155963303
Mahindra KUV 100 G80 K6 Plus 5Str,Kolkata,8,18.15,1198.0,82.0,4.5,0.054878048780487805
Hyundai Grand i10 Sportz,Jaipur,8,18.9,1197.0,82.0,4.5,0.054878048780487805
Tata Xenon XT EX 4X2,Jaipur,8,13.49,2179.0,138.03,7.5,0.05433601391001956
Maruti Baleno Delta 1.2,Jaipur,8,21.4,1197.0,83.1,4.5,0.05415162454873647
Tata Zest Revotron 1.2T XE,Kolkata,8,17.57,1193.0,88.7,4.8,0.05411499436302142
Maruti Alto K10 VXI,Kochi,7,24.07,998.0,67.1,3.63,0.054098360655737705
Ford Figo 2015-2019 1.5P Titanium AT,Mumbai,8,17.01,1499.0,110.4,5.95,0.05389492753623188
Renault KWID 1.0 RXL,Jaipur,8,23.01,999.0,67.0,3.6,0.05373134328358209
Maruti Alto K10 VXI,Kolkata,7,24.07,998.0,67.1,3.6,0.05365126676602087
Maruti Eeco 5 Seater AC,Coimbatore,8,15.1,1196.0,73.0,3.91,0.05356164383561644
Toyota Fortuner 3.0 Diesel,Kolkata,6,11.5,2982.0,171.0,8.99,0.05257309941520468
Tata Zest Revotron 1.2T XM,Kochi,8,17.57,1193.0,88.7,4.65,0.052423900789177004
Hyundai i10 Magna 1.2,Kochi,8,20.36,1197.0,78.9,4.07,0.05158428390367554
Tata Zest Revotron 1.2T XE,Delhi,8,17.57,1193.0,88.7,4.5,0.05073280721533258
Tata Zest Revotron 1.2T XE,Pune,8,17.57,1193.0,88.7,4.5,0.05073280721533258
Tata Zest Quadrajet 1.3 75PS XE,Kolkata,8,22.95,1248.0,74.0,3.75,0.05067567567567568
Tata Zest Quadrajet 1.3 75PS XE,Pune,8,22.95,1248.0,74.0,3.75,0.05067567567567568
Honda Amaze S i-Vtech,Mumbai,8,18.0,1198.0,86.7,4.25,0.049019607843137254
Honda Amaze S i-Vtech,Mumbai,8,18.0,1198.0,86.7,4.25,0.049019607843137254
Hyundai Xcent 1.1 CRDi Base,Kolkata,8,24.4,1120.0,71.0,3.45,0.04859154929577465
Renault KWID 1.0 RXT Optional,Jaipur,8,21.7,999.0,67.0,3.25,0.048507462686567165
Renault KWID AMT RXL,Ahmedabad,8,24.04,999.0,67.0,3.25,0.048507462686567165
Maruti Alto K10 VXI,Mumbai,8,24.07,998.0,67.1,3.25,0.048435171385991065
Hyundai Xcent 1.2 CRDi E Plus,Mumbai,8,25.4,1186.0,73.97,3.55,0.04799242936325537
Tata Zest Revotron 1.2T XE,Mumbai,8,17.57,1193.0,88.7,4.25,0.04791431792559188
Renault KWID AMT RXL,Jaipur,8,24.04,999.0,67.0,3.2,0.04776119402985075
Chevrolet Cruze LTZ,Jaipur,8,17.9,1998.0,163.7,7.75,0.04734270006108736
Ford Figo 2015-2019 1.5D Trend MT,Hyderabad,8,25.83,1498.0,99.0,4.55,0.04595959595959596
Hyundai EON D Lite Plus Option,Kolkata,8,21.1,814.0,55.2,2.5,0.04528985507246377
Maruti Wagon R LXI BS IV,Kolkata,8,20.51,998.0,67.04,3.0,0.04474940334128878
Tata Indica V2 eLS,Chennai,8,25.0,1396.0,69.0,3.0,0.043478260869565216
Tata Indica V2 eLS,Chennai,8,25.0,1396.0,69.0,2.85,0.04130434782608696
Maruti Swift Dzire LDI,Kolkata,8,26.59,1248.0,74.0,3.0,0.04054054054054054
Fiat Punto 1.2 Dynamic,Kochi,8,15.7,1497.0,98.6,3.93,0.0398580121703854
BMW 3 Series 320d Luxury Line,Delhi,6,22.69,1995.0,190.0,6.67,0.03510526315789474
Tata Indica V2 eLX,Pune,8,25.0,1396.0,69.0,1.6,0.02318840579710145
Porsche Cayenne Base,Kochi,6,13.33,2995.0,340.0,2.02,0.005941176470588235
